STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-22,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-23,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-24,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-25,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-26,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-27,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-28,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-29,0.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-30,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-01-31,1.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-01,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-02,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-03,2.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-04,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-05,1.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-06,0.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-07,0.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-08,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-09,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-10,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-11,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-12,2.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-13,1.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-14,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-15,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-16,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-17,2,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-18,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-19,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-20,0.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-21,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-22,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-23,1.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-24,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-25,1.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-26,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-27,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-02-28,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-01,3.6,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-02,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-03,5.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-04,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-05,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-06,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-07,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-08,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-09,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-10,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-11,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-12,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-13,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-14,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-15,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-16,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-17,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-18,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-19,3.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-20,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-21,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-22,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-23,4.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-24,4.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-25,0.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-26,8.6,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-27,4.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-28,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-29,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-30,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-03-31,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-01,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-02,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-03,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-04,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-05,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-06,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-07,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-08,3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-09,1.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-10,2.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-11,2.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-12,1.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-13,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-14,2.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-15,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-16,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-17,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-18,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-19,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-20,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-21,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-22,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-23,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-24,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-25,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-26,5.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-27,6.6,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-28,3.6,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-29,1.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-04-30,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-01,6.9,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-02,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-03,3.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-04,1.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-05,6.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-06,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-07,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-08,1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-09,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-10,3.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-11,5.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-12,2.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-13,1.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-14,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-15,0.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-16,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-17,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-18,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-19,3.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-20,11.4,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-21,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-22,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-23,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-24,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-25,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-26,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-27,2.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-28,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-29,3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-30,5.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-05-31,6.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-01,3.6,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-02,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-03,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-04,0.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-05,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-06,3.6,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-07,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-08,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-09,9.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-10,8.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-11,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-12,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-13,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-14,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-15,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-16,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-17,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-18,0.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-19,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-20,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-21,0.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-22,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-23,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-24,6.6,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-25,4.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-26,9.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-27,4.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-28,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-29,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-06-30,4.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-01,11.9,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-02,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-03,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-04,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-05,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-06,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-07,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-08,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-09,0.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-10,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-11,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-12,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-13,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-14,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-15,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-16,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-17,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-18,2,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-19,0.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-20,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-21,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-22,3.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-23,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-24,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-25,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-26,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-27,0.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-28,14.2,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-29,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-30,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-07-31,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-01,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-02,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-03,1.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-04,1.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-05,6.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-06,16,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-07,8.9,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-08,1.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-09,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-10,1.5,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-11,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-12,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-13,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-14,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-15,4.6,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-16,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-17,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-18,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-19,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-20,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-21,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-22,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-23,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-24,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-25,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-26,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-27,1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-28,4.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-29,4.8,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-30,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-08-31,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-01,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-02,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-03,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-04,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-05,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-06,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-07,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-08,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-09,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-10,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-11,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-12,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-13,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-14,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-15,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-16,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-17,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-18,0.3,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-19,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-20,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-21,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-22,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-23,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-24,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-25,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-26,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-27,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-28,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-29,4.1,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-09-30,0,",,E"
UKE00105003,"CAMBRIDGE NIAB, UK",52.245,0.1031,26,1898-10-01,0,",,E"
